2012,3,22,0,15,0,14.12,11.03
2012,3,22,0,30,0,10.85,11.05
2012,3,22,0,45,0,10.55,10.94
2012,3,22,1,0,0,10.79,21.04
2012,3,22,1,15,0,10.94,11.17
2012,3,22,1,30,0,10.78,11.04
2012,3,22,1,45,0,10.9,10.97
2012,3,22,2,0,0,10.9,21.06
2012,3,22,2,15,0,11.23,5.59
2012,3,22,2,30,0,11.19,3.34
2012,3,22,2,45,0,10.95,3.33
2012,3,22,3,0,0,3.31,-10.76
2012,3,22,3,15,0,5.63,5.51
2012,3,22,3,30,0,5.62,5.53
2012,3,22,3,45,0,5.57,5.6
2012,3,22,4,0,0,5.38,-78.21
2012,3,22,4,15,0,5.46,7.58
2012,3,22,4,30,0,5.54,7.49
2012,3,22,4,45,0,5.6,7.64
2012,3,22,5,0,0,7.75,0.01
2012,3,22,5,15,0,7.55,14.24
2012,3,22,5,30,0,7.64,14.4
2012,3,22,5,45,0,7.7,21.04
2012,3,22,6,0,0,7.67,7.84
2012,3,22,6,15,0,7.74,7.9
2012,3,22,6,30,0,14.36,9.34
2012,3,22,6,45,0,20.97,14.46
2012,3,22,7,0,0,14.38,18.77
2012,3,22,7,15,0,16.86,20.95
2012,3,22,7,30,0,17.05,21.09
2012,3,22,7,45,0,17.08,23.26
2012,3,22,8,0,0,18.74,20.26
2012,3,22,8,15,0,20.82,21.1
2012,3,22,8,30,0,21.08,22.62
2012,3,22,8,45,0,23.31,22.8
2012,3,22,9,0,0,21.77,19.94
2012,3,22,9,15,0,23.04,20.92
2012,3,22,9,30,0,22.6,21.13
2012,3,22,9,45,0,23.59,22.42
2012,3,22,10,0,0,20.92,20.26
2012,3,22,10,15,0,20.89,20.38
2012,3,22,10,30,0,21.11,21.08
2012,3,22,10,45,0,22.32,21.09
2012,3,22,11,0,0,21.06,20.9
2012,3,22,11,15,0,20.91,26.62
2012,3,22,11,30,0,20.43,22.41
2012,3,22,11,45,0,20.22,21.19
2012,3,22,12,0,0,19.54,26.8
2012,3,22,12,15,0,20.08,32.78
2012,3,22,12,30,0,21.08,32.98
2012,3,22,12,45,0,22.43,42.62
2012,3,22,13,0,0,22.17,34.11
2012,3,22,13,15,0,23,33.46
2012,3,22,13,30,0,32.81,33.23
2012,3,22,13,45,0,34.35,33.24
2012,3,22,14,0,0,33.53,26.75
2012,3,22,14,15,0,33.46,33.4
2012,3,22,14,30,0,33.45,33.58
2012,3,22,14,45,0,33.01,33.62
2012,3,22,15,0,0,33.09,33.69
2012,3,22,15,15,0,33.32,36.04
2012,3,22,15,30,0,33.37,27.06
2012,3,22,15,45,0,33.35,31.36
2012,3,22,16,0,0,33.47,33.07
2012,3,22,16,15,0,33.87,27.36
2012,3,22,16,30,0,34.02,25.22
2012,3,22,16,45,0,26.92,22.28
2012,3,22,17,0,0,33.6,20.97
2012,3,22,17,15,0,33.33,13.28
2012,3,22,17,30,0,33.47,14.9
2012,3,22,17,45,0,25.34,14.87
2012,3,22,18,0,0,22.68,14.87
2012,3,22,18,15,0,21.31,16.7
2012,3,22,18,30,0,16.74,20.96
2012,3,22,18,45,0,20.12,23.54
2012,3,22,19,0,0,16.79,35.43
2012,3,22,19,15,0,20.16,33.5
2012,3,22,19,30,0,20.2,33.5
2012,3,22,19,45,0,21.01,24.49
2012,3,22,20,0,0,27.21,27.26
2012,3,22,20,15,0,35.39,24.8
2012,3,22,20,30,0,33.27,21.5
2012,3,22,20,45,0,30.68,19.15
2012,3,22,21,0,0,52.47,24.97
2012,3,22,21,15,0,25.52,19.26
2012,3,22,21,30,0,24.09,20.31
2012,3,22,21,45,0,20.88,17.88
2012,3,22,22,0,0,24.76,24.24
2012,3,22,22,15,0,23.7,22.85
2012,3,22,22,30,0,21.42,20.88
2012,3,22,22,45,0,17.74,20.9
2012,3,22,23,0,0,24.26,21.93
2012,3,22,23,15,0,24.09,22
2012,3,22,23,30,0,21.29,21.75
2012,3,22,23,45,0,20.86,20.84
2012,3,23,0,0,0,23.42,21.01
2012,3,23,0,15,0,22.42,21.95
2012,3,23,0,30,0,21.03,22.19
2012,3,23,0,45,0,19.6,21.01
2012,3,23,1,0,0,20.85,20.95
2012,3,23,1,15,0,21.92,20.99
2012,3,23,1,30,0,20.77,20.13
2012,3,23,1,45,0,21.03,17.77
2012,3,23,2,0,0,21.21,16.49
2012,3,23,2,15,0,20.91,16.43
2012,3,23,2,30,0,20.97,15.3
2012,3,23,2,45,0,17.79,15.38
2012,3,23,3,0,0,17.61,10.85
2012,3,23,3,15,0,16.43,13.9
2012,3,23,3,30,0,16.51,13.84
2012,3,23,3,45,0,15.27,13.9
2012,3,23,4,0,0,13.91,10.96
2012,3,23,4,15,0,13.87,13.22
2012,3,23,4,30,0,15.32,15.43
2012,3,23,4,45,0,16.56,18.92
2012,3,23,5,0,0,15.53,0.02
2012,3,23,5,15,0,15.64,16.5
2012,3,23,5,30,0,18,20.99
2012,3,23,5,45,0,20.47,21.41
2012,3,23,6,0,0,20.28,9.63
2012,3,23,6,15,0,20.87,21.19
2012,3,23,6,30,0,22.46,22.3
2012,3,23,6,45,0,25.32,24.7
2012,3,23,7,0,0,22.02,26.94
2012,3,23,7,15,0,22.69,66.31
2012,3,23,7,30,0,22.44,112.6
2012,3,23,7,45,0,23.63,438.6
2012,3,23,8,0,0,25.34,215.62
2012,3,23,8,15,0,207.59,67.09
2012,3,23,8,30,0,444.48,354.57
2012,3,23,8,45,0,65.76,525.71
2012,3,23,9,0,0,179.77,537.27
2012,3,23,9,15,0,137.07,87.03
2012,3,23,9,30,0,475.19,72.22
2012,3,23,9,45,0,149.78,63.04
2012,3,23,10,0,0,316.43,74.87
2012,3,23,10,15,0,498.78,68.65
2012,3,23,10,30,0,89.82,69.17
2012,3,23,10,45,0,70.03,68.72
2012,3,23,11,0,0,78.55,59.99
2012,3,23,11,15,0,77.08,46.75
2012,3,23,11,30,0,77.17,48.3
2012,3,23,11,45,0,74.98,35.93
2012,3,23,12,0,0,88.05,32.84
2012,3,23,12,15,0,493.48,36.17
2012,3,23,12,30,0,54.13,44.4
2012,3,23,12,45,0,32.68,32.66
2012,3,23,13,0,0,58.03,33.06
2012,3,23,13,15,0,36.71,100.59
2012,3,23,13,30,0,36.93,63.89
2012,3,23,13,45,0,34.37,58.32
2012,3,23,14,0,0,45.04,48.98
2012,3,23,14,15,0,35.36,37.37
2012,3,23,14,30,0,37.23,37.04
2012,3,23,14,45,0,36.94,30.97
2012,3,23,15,0,0,494.92,53.96
2012,3,23,15,15,0,43.08,36.5
2012,3,23,15,30,0,37.29,35.76
2012,3,23,15,45,0,32.9,31.86
2012,3,23,16,0,0,37.25,125.93
2012,3,23,16,15,0,93.79,30.43
2012,3,23,16,30,0,37.8,27.15
2012,3,23,16,45,0,37.18,25.73
2012,3,23,17,0,0,133.12,62.69
2012,3,23,17,15,0,28.28,62.83
2012,3,23,17,30,0,31.08,69.71
2012,3,23,17,45,0,29.62,66.96
2012,3,23,18,0,0,63.53,54.83
2012,3,23,18,15,0,61.91,63.26
2012,3,23,18,30,0,59.98,64.57
2012,3,23,18,45,0,64.55,76.47
2012,3,23,19,0,0,52.38,85.97
2012,3,23,19,15,0,57.84,71.28
2012,3,23,19,30,0,69.39,64.82
2012,3,23,19,45,0,66.43,62.73
2012,3,23,20,0,0,67.56,73.01
2012,3,23,20,15,0,68.3,65.83
2012,3,23,20,30,0,65.88,63.69
2012,3,23,20,45,0,62.68,60.34
2012,3,23,21,0,0,72.67,68.95
2012,3,23,21,15,0,65.06,64
2012,3,23,21,30,0,63.74,63.88
2012,3,23,21,45,0,60.4,60.74
2012,3,23,22,0,0,68.18,63.97
2012,3,23,22,15,0,68.68,68.57
2012,3,23,22,30,0,63.79,67.45
2012,3,23,22,45,0,60.7,63.33
2012,3,23,23,0,0,63.96,108.11
2012,3,23,23,15,0,63.99,20.77
2012,3,23,23,30,0,62.88,19.73
2012,3,23,23,45,0,62.76,15.28
2012,3,24,0,0,0,71.92,20.82
2012,3,24,0,15,0,69.49,20.78
2012,3,24,0,30,0,17.39,17.19
2012,3,24,0,45,0,5.69,11.76
2012,3,24,1,0,0,18.38,124.86
2012,3,24,1,15,0,25.92,31.48
2012,3,24,1,30,0,16.97,41.83
2012,3,24,1,45,0,13.96,41.83
2012,3,24,2,0,0,20.77,20.75
2012,3,24,2,15,0,31.48,14.76
2012,3,24,2,30,0,26.09,20.76
2012,3,24,2,45,0,28.44,11.76
2012,3,24,3,0,0,14.75,11.75
2012,3,24,3,15,0,11.76,11.75
2012,3,24,3,30,0,11.77,11.76
2012,3,24,3,45,0,11.75,5.73
2012,3,24,4,0,0,11.76,20.83
2012,3,24,4,15,0,11.76,18.58
2012,3,24,4,30,0,11.75,17.2
2012,3,24,4,45,0,11.77,17.13
2012,3,24,5,0,0,5.7,5.69
2012,3,24,5,15,0,18.43,5.72
2012,3,24,5,30,0,18.56,5.77
2012,3,24,5,45,0,18.65,5.73
2012,3,24,6,0,0,9.98,5.62
2012,3,24,6,15,0,14.01,5.68
2012,3,24,6,30,0,14.24,5.77
2012,3,24,6,45,0,14,11.28
2012,3,24,7,0,0,11.52,5.64
2012,3,24,7,15,0,5.77,11.36
2012,3,24,7,30,0,11.37,19.65
2012,3,24,7,45,0,11.42,21.3
2012,3,24,8,0,0,5.67,18.01
2012,3,24,8,15,0,14.28,17.69
2012,3,24,8,30,0,16.97,18.9
2012,3,24,8,45,0,20.33,20.9
2012,3,24,9,0,0,17.97,21.33
2012,3,24,9,15,0,18.77,21.48
2012,3,24,9,30,0,20.75,22.16
2012,3,24,9,45,0,20.9,25.14
2012,3,24,10,0,0,21.8,108.81
2012,3,24,10,15,0,22.16,29.44
2012,3,24,10,30,0,25.03,29.69
2012,3,24,10,45,0,27.5,29.38
2012,3,24,11,0,0,29.44,29.33
2012,3,24,11,15,0,29.58,28.81
2012,3,24,11,30,0,29.55,22.96
2012,3,24,11,45,0,29.46,22.47
2012,3,24,12,0,0,30.16,28.9
2012,3,24,12,15,0,29.3,28.7
2012,3,24,12,30,0,28.6,26.95
2012,3,24,12,45,0,22.63,22.88
2012,3,24,13,0,0,22.61,40.65
2012,3,24,13,15,0,22.94,26.06
2012,3,24,13,30,0,22.96,26.62
2012,3,24,13,45,0,22.52,28.98
2012,3,24,14,0,0,21.99,28.96
2012,3,24,14,15,0,21.94,21.66
2012,3,24,14,30,0,25.39,25.33
2012,3,24,14,45,0,28.91,22.81
2012,3,24,15,0,0,28.98,24.73
2012,3,24,15,15,0,26.65,28.9
2012,3,24,15,30,0,26.57,29.23
2012,3,24,15,45,0,25.3,29.41
2012,3,24,16,0,0,24.72,29.23
2012,3,24,16,15,0,26.92,26.6
2012,3,24,16,30,0,29.05,25.32
2012,3,24,16,45,0,28.9,25.39
2012,3,24,17,0,0,25.44,25.29
2012,3,24,17,15,0,25.42,249.83
2012,3,24,17,30,0,29.23,43.94
2012,3,24,17,45,0,29.27,59.03
2012,3,24,18,0,0,29.21,16.2
2012,3,24,18,15,0,28.92,19.69
2012,3,24,18,30,0,40.35,22.8
2012,3,24,18,45,0,39.2,26.82
